id,text_raw,text_clean
202,Love him or hate him Jon jones will always be the best UFC fighter to exist,love him or hate him jon jones will always be the best ufc fighter to exist
203,"Jones never avoided any fights. Now that he is old, he is starting to be more cautious or should I say ,"" worried"". Lol",jones never avoided any fights  now that he is old  he is starting to be more cautious or should i say   worried  lol
204,"End of an era . Congrats GOAT , ride off into the sunset",end of an era   congrats goat   ride off into the sunset
205,paddy the badddy,paddy the badddy
206,Haven’t watched the video but yes. It’s a ridiculous question to ask. The answer is yes,haven t watched the video but yes  it s a ridiculous question to ask  the answer is yes
207,its just disrespectful that tom had to defend that belt bro,its just disrespectful that tom had to defend that belt bro
208,"Meanwhile, macron is booed wherever he goes",meanwhile  macron is booed wherever he goes
209,we do care we just lost hope that it will happen so we dont engage in things that may give us hope until it is in the ring and happening,we do care we just lost hope that it will happen so we dont engage in things that may give us hope until it is in the ring and happening
210,All 3 of them are Jon jones children,all 3 of them are jon jones children
211,Give the belt that man,give the belt that man
212,Jon Jones not only ducking a fight but ducking everybody from that fighters country LOL,jon jones not only ducking a fight but ducking everybody from that fighters country lol
213,Dana accusing anyone of not meaning what they say publicly ia hilarious 😂,dana accusing anyone of not meaning what they say publicly ia hilarious 😂
214,"I love how everyone just comments about Uncle Cheal! Still undefeated undisputed reigning champ that is Cheal P Sonnen, did I mention he has the biggest arms in West Lynn.",i love how everyone just comments about uncle cheal  still undefeated undisputed reigning champ that is cheal p sonnen  did i mention he has the biggest arms in west lynn
215,This guy was so excited at the end of the fight got hit in the nuts once and kept looking for that out 2/3 times when he got kneed in the guts,this guy was so excited at the end of the fight got hit in the nuts once and kept looking for that out 2 3 times when he got kneed in the guts
216,I really don't think so.,i really don t think so
217,No freaking way in hell.  Dudes an alcoholic.,no freaking way in hell   dudes an alcoholic
218,not much of an ego thing and more of a psychological thing,not much of an ego thing and more of a psychological thing
219,🫡😔,🫡😔
220,good for him i say.,good for him i say
221,all these casuals i swear.. jones is the goat plain and simple,all these casuals i swear  jones is the goat plain and simple
222,Jones is past his peak he doesn’t have the drive to hold belts…Aspinall is next,jones is past his peak he doesn t have the drive to hold belts aspinall is next
223,"Smells like the son of a gangster to me , the ultimate I just do what I want causing trouble like that what’s joke",smells like the son of a gangster to me   the ultimate i just do what i want causing trouble like that what s joke
224,Diaz looks 18 here,diaz looks 18 here
225,""" He's Toe came out of the Socket "" ..",he s toe came out of the socket
226,Jon jones p4p best fighter in the world right now 😎,jon jones p4p best fighter in the world right now 😎
227,"I just think Tom will do what he does in  most of his fights and get clipped moving in, difference being Jones will punish him for it harder than others do, I just don't want Tom to be beaten up, Jones is to far ahead, would be entertaining though 🇬🇧",i just think tom will do what he does in  most of his fights and get clipped moving in  difference being jones will punish him for it harder than others do  i just don t want tom to be beaten up  jones is to far ahead  would be entertaining though
228,People who hate on jones don’t know shit about fighting,people who hate on jones don t know shit about fighting
229,Jon Juice Jones,jon juice jones
230,He’s the greatest closeted sociopath fighter of all time. True GOAT 🏆,he s the greatest closeted sociopath fighter of all time  true goat 🏆
231,Jonny knows he will get an L.,jonny knows he will get an l
232,Leave Jon alone. He ain't gotta prove nothing. Enjoy your new journey Jones. It been a pleasure to see you perform.,leave jon alone  he ain t gotta prove nothing  enjoy your new journey jones  it been a pleasure to see you perform
233,And still we don’t have Aspinall vs Jones fight,and still we don t have aspinall vs jones fight
234,You can kill someone by poking them in the eye?,you can kill someone by poking them in the eye
235,I was SOOOO mad when RASHAD EVANS LOST.. I LOVE BOTH FIGHTERS THOUGH. BUT BACK THEN RASHAAD WAS THE OG IN THE SPORT AT THE TIME,i was soooo mad when rashad evans lost  i love both fighters though  but back then rashaad was the og in the sport at the time
236,Jone goat jones the best who ever stepped in the octagon,jone goat jones the best who ever stepped in the octagon
237,Your shitting it!! Nothing else 😂😂😂😂,your shitting it  nothing else 😂😂😂😂
238,A million times yes to this,a million times yes to this
239,A master class! 🐐🐐🐐,a master class  🐐🐐🐐
240,Whos the strategist coach?,whos the strategist coach
241,this is a W for the ufc,this is a w for the ufc
242,He ain't the greatest til he beats the greatest the big man the predator... he still stalks Jon maybe Jon will duck him again.,he ain t the greatest til he beats the greatest the big man the predator  he still stalks jon maybe jon will duck him again
243,Rest In peace legend . Sadly missed brother. Rumble on forever Anthony,rest in peace legend   sadly missed brother  rumble on forever anthony
244,Idc bro Jon sucks for ducking aspinal and I used to be his biggest fan,idc bro jon sucks for ducking aspinal and i used to be his biggest fan
245,His on juice..cheating..,his on juice cheating
246,I understand - ITS 🇺🇸 Pride and if he fights young baby TOM  it’s more than a belt it’s worldly now,i understand   its   pride and if he fights young baby tom  it s more than a belt it s worldly now
247,Bisping gullible af man. It’s actually cute how easy it is to trick this guy.,bisping gullible af man  it s actually cute how easy it is to trick this guy
248,Solid Forrest Whitaker impersonation. 10 out of 10,solid forrest whitaker impersonation  10 out of 10
249,Not cool bro! Stop posting personal stuff! I even hated the fact that the UFC didn’t cut the camera man. This is a pretty important and pivotal moment for a fighter and his coach... fans don’t need to see private things like this. Ngl I hate the fact this video keeps circulating. Btw big props to the fans that keep encouraging this warrior.,not cool bro  stop posting personal stuff  i even hated the fact that the ufc didn t cut the camera man  this is a pretty important and pivotal moment for a fighter and his coach  fans don t need to see private things like this  ngl i hate the fact this video keeps circulating  btw big props to the fans that keep encouraging this warrior
